sound_id,game_zone,source_type,sub_category,audioset_class,all_labels,fname,file_path,source_dataset,original_fname,duration_sec,ambiguous
Animal_70169,Animal,Biological,Chirp and tweet,Chirp and tweet,"Chirp and tweet, Bird vocalization and bird call and bird song, Bird, Wild animals, Animal",70169,Audio/Animal/70169,FSD50K,70169,,False
Animal_270383,Animal,Biological,Growling,Growling,"Growling, Animal",270383,Audio/Animal/270383,FSD50K,270383,,False
Animal_390804,Animal,Biological,Bark,Bark,"Bark, Dog, Domestic animals and pets, Animal",390804,Audio/Animal/390804,FSD50K,390804,,False
Animal_75649,Animal,Biological,Gull and seagull,Gull and seagull,"Gull and seagull, Bird, Wild animals, Animal",75649,Audio/Animal/75649,FSD50K,75649,,False
Animal_236108,Animal,Biological,Bark,Bark,"Bark, Dog, Domestic animals and pets, Animal",236108,Audio/Animal/236108,FSD50K,236108,,False
Animal_155682,Animal,Biological,Bird,Bird,"Bird, Wild animals, Animal",155682,Audio/Animal/155682,FSD50K,155682,,False
Animal_268005,Animal,Biological,Bird vocalization and bird call and bird song,Bird vocalization and bird call and bird song,"Bird vocalization and bird call and bird song, Bird, Wild animals, Animal",268005,Audio/Animal/268005,FSD50K,268005,,False
Animal_163280,Animal,Biological,Dog,Dog,"Dog, Domestic animals and pets, Animal",163280,Audio/Animal/163280,FSD50K,163280,,False
Animal_392247,Animal,Biological,Meow,Meow,"Meow, Cat, Domestic animals and pets, Animal",392247,Audio/Animal/392247,FSD50K,392247,,False
Animal_332980,Animal,Biological,Meow,Meow,"Meow, Cat, Domestic animals and pets, Animal",332980,Audio/Animal/332980,FSD50K,332980,,False
Animal_58608,Animal,Biological,Cat,Cat,"Cat, Domestic animals and pets, Animal",58608,Audio/Animal/58608,FSD50K,58608,,False
Animal_265366,Animal,Biological,Toilet flush,Toilet flush,"Toilet flush, Hiss, Domestic sounds and home sounds",265366,Audio/Animal/265366,FSD50K,265366,,False
Animal_243682,Animal,Biological,Cricket,Cricket,"Cricket, Insect, Wild animals, Animal",243682,Audio/Animal/243682,FSD50K,243682,,False
Animal_418155,Animal,Biological,Bark,Bark,"Bark, Dog, Domestic animals and pets, Animal",418155,Audio/Animal/418155,FSD50K,418155,,False
Animal_236204,Animal,Biological,Bark,Bark,"Bark, Dog, Domestic animals and pets, Animal",236204,Audio/Animal/236204,FSD50K,236204,,False
Animal_194244,Animal,Biological,Cricket,Cricket,"Cricket, Insect, Wild animals, Animal",194244,Audio/Animal/194244,FSD50K,194244,,False
Animal_97892,Animal,Biological,Meow,Meow,"Meow, Cat, Domestic animals and pets, Animal",97892,Audio/Animal/97892,FSD50K,97892,,False
Animal_352226,Animal,Biological,Meow,Meow,"Meow, Cat, Domestic animals and pets, Animal",352226,Audio/Animal/352226,FSD50K,352226,,False
Animal_342254,Animal,Biological,Bird,Bird,"Bird, Wild animals, Animal",342254,Audio/Animal/342254,FSD50K,342254,,False
Animal_407538,Animal,Biological,Meow,Meow,"Meow, Cat, Domestic animals and pets, Animal",407538,Audio/Animal/407538,FSD50K,407538,,False
Animal_18051,Animal,Biological,Bird,Bird,"Bird, Wild animals, Animal",18051,Audio/Animal/18051,FSD50K,18051,,False
Animal_216208,Animal,Biological,Bird vocalization and bird call and bird song,Bird vocalization and bird call and bird song,"Bird vocalization and bird call and bird song, Bird, Wild animals, Animal",216208,Audio/Animal/216208,FSD50K,216208,,False
Animal_111014,Animal,Biological,Bird,Bird,"Bird, Wild animals, Animal",111014,Audio/Animal/111014,FSD50K,111014,,False
Animal_24642,Animal,Biological,Bird,Bird,"Bird, Wild animals, Animal",24642,Audio/Animal/24642,FSD50K,24642,,False
Animal_32244,Animal,Biological,Cricket,Cricket,"Cricket, Insect, Wild animals, Animal",32244,Audio/Animal/32244,FSD50K,32244,,False
Animal_98642,Animal,Biological,Bird vocalization and bird call and bird song,Bird vocalization and bird call and bird song,"Bird vocalization and bird call and bird song, Fowl, Bird, Wild animals, Animal, Livestock and farm animals and working animals",98642,Audio/Animal/98642,FSD50K,98642,,False
Animal_254340,Animal,Biological,Hiss,Hiss,Hiss,254340,Audio/Animal/254340,FSD50K,254340,,False
Animal_104932,Animal,Biological,Bird,Bird,"Bird, Wild animals, Animal",104932,Audio/Animal/104932,FSD50K,104932,,False
Animal_57656,Animal,Biological,Bird,Bird,"Bird, Wild animals, Animal",57656,Audio/Animal/57656,FSD50K,57656,,False
Animal_22758,Animal,Biological,Hiss,Hiss,Hiss,22758,Audio/Animal/22758,FSD50K,22758,,False
Animal_361899,Animal,Biological,Bird,Bird,"Bird, Wild animals, Animal",361899,Audio/Animal/361899,FSD50K,361899,,False
Animal_64009,Animal,Biological,Cat,Cat,"Cat, Domestic animals and pets, Animal",64009,Audio/Animal/64009,FSD50K,64009,,False
Animal_213144,Animal,Biological,Purr,Purr,"Purr, Cat, Domestic animals and pets, Animal",213144,Audio/Animal/213144,FSD50K,213144,,False
Nature_50053,Nature,Physical,Thunder,Thunder,"Thunder, Rain, Water, Thunderstorm",50053,Audio/Nature/50053,FSD50K,50053,,False
Nature_237519,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",237519,Audio/Nature/237519,FSD50K,237519,,False
Nature_85874,Nature,Physical,Drip,Drip,"Drip, Liquid",85874,Audio/Nature/85874,FSD50K,85874,,False
Nature_208848,Nature,Physical,Gull and seagull,Gull and seagull,"Gull and seagull, Wind, Bird, Wild animals, Animal",208848,Audio/Nature/208848,FSD50K,208848,,False
Nature_349489,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",349489,Audio/Nature/349489,FSD50K,349489,,False
Nature_106801,Nature,Physical,Wind,Wind,Wind,106801,Audio/Nature/106801,FSD50K,106801,,False
Nature_388572,Nature,Physical,Crackle,Crackle,Crackle,388572,Audio/Nature/388572,FSD50K,388572,,False
Nature_392668,Nature,Physical,Stream,Stream,"Stream, Trickle and dribble, Rain, Human voice, Water, Pour, Liquid",392668,Audio/Nature/392668,FSD50K,392668,,False
Nature_84673,Nature,Physical,Rain,Rain,"Rain, Water",84673,Audio/Nature/84673,FSD50K,84673,,False
Nature_248110,Nature,Physical,Thunder,Thunder,"Thunder, Rain, Water, Thunderstorm",248110,Audio/Nature/248110,FSD50K,248110,,False
Nature_34069,Nature,Physical,Rain,Rain,"Rain, Water",34069,Audio/Nature/34069,FSD50K,34069,,False
Nature_395207,Nature,Physical,Stream,Stream,"Stream, Cricket, Bird, Wild animals, Animal, Water, Insect",395207,Audio/Nature/395207,FSD50K,395207,,False
Nature_50368,Nature,Physical,Thunder,Thunder,"Thunder, Rain, Thunderstorm, Water",50368,Audio/Nature/50368,FSD50K,50368,,False
Nature_320166,Nature,Physical,Waves and surf,Waves and surf,"Waves and surf, Ocean, Water",320166,Audio/Nature/320166,FSD50K,320166,,False
Nature_209443,Nature,Physical,Wind,Wind,Wind,209443,Audio/Nature/209443,FSD50K,209443,,False
Nature_17059,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",17059,Audio/Nature/17059,FSD50K,17059,,False
Nature_190073,Nature,Physical,Crackle,Crackle,Crackle,190073,Audio/Nature/190073,FSD50K,190073,,False
Nature_196033,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",196033,Audio/Nature/196033,FSD50K,196033,,False
Nature_37352,Nature,Physical,Thunder,Thunder,"Thunder, Rain, Water, Thunderstorm",37352,Audio/Nature/37352,FSD50K,37352,,False
Nature_209028,Nature,Physical,Water,Water,Water,209028,Audio/Nature/209028,FSD50K,209028,,False
Nature_322503,Nature,Physical,Fire,Fire,"Fire, Boom, Explosion",322503,Audio/Nature/322503,FSD50K,322503,,False
Nature_371817,Nature,Physical,Sink (filling or washing),Sink (filling or washing),"Sink (filling or washing), Water, Domestic sounds and home sounds",371817,Audio/Nature/371817,FSD50K,371817,,False
Nature_398814,Nature,Physical,Crackle,Crackle,Crackle,398814,Audio/Nature/398814,FSD50K,398814,,False
Nature_410335,Nature,Physical,Raindrop,Raindrop,"Raindrop, Drip, Rain, Water, Liquid",410335,Audio/Nature/410335,FSD50K,410335,,False
Nature_251364,Nature,Physical,Fire,Fire,Fire,251364,Audio/Nature/251364,FSD50K,251364,,False
Nature_423399,Nature,Physical,Ocean,Ocean,"Ocean, Water",423399,Audio/Nature/423399,FSD50K,423399,,False
Nature_395463,Nature,Physical,Rain,Rain,"Rain, Bird vocalization and bird call and bird song, Water, Bird, Wild animals, Animal",395463,Audio/Nature/395463,FSD50K,395463,,False
Nature_22935,Nature,Physical,Thunder,Thunder,"Thunder, Rain, Water, Thunderstorm",22935,Audio/Nature/22935,FSD50K,22935,,False
Nature_176163,Nature,Physical,Rain,Rain,"Rain, Water",176163,Audio/Nature/176163,FSD50K,176163,,False
Nature_407024,Nature,Physical,Wind,Wind,Wind,407024,Audio/Nature/407024,FSD50K,407024,,False
Nature_274056,Nature,Physical,Drip,Drip,"Drip, Trickle and dribble, Liquid, Pour",274056,Audio/Nature/274056,FSD50K,274056,,False
Nature_195877,Nature,Physical,Cricket,Cricket,"Cricket, Waves and surf, Insect, Wild animals, Animal, Ocean, Water",195877,Audio/Nature/195877,FSD50K,195877,,False
Nature_233413,Nature,Physical,Water,Water,"Water, Splash and splatter, Liquid",233413,Audio/Nature/233413,FSD50K,233413,,False
Nature_219519,Nature,Physical,Crackle,Crackle,Crackle,219519,Audio/Nature/219519,FSD50K,219519,,False
Nature_161545,Nature,Physical,Rain,Rain,"Rain, Water",161545,Audio/Nature/161545,FSD50K,161545,,False
Nature_73272,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",73272,Audio/Nature/73272,FSD50K,73272,,False
Nature_265623,Nature,Physical,Explosion,Explosion,"Explosion, Fire",265623,Audio/Nature/265623,FSD50K,265623,,False
Nature_195985,Nature,Physical,Thunder,Thunder,"Thunder, Traffic noise and roadway noise, Rain, Insect, Water, Thunderstorm, Wild animals, Animal, Motor vehicle (road), Vehicle",195985,Audio/Nature/195985,FSD50K,195985,,False
Nature_16746,Nature,Physical,Raindrop,Raindrop,"Raindrop, Rain, Water",16746,Audio/Nature/16746,FSD50K,16746,,False
Nature_190101,Nature,Physical,Water,Water,"Water, Splash and splatter, Liquid",190101,Audio/Nature/190101,FSD50K,190101,,False
Nature_190672,Nature,Physical,Wind,Wind,Wind,190672,Audio/Nature/190672,FSD50K,190672,,False
Nature_238360,Nature,Physical,Walk and footsteps,Walk and footsteps,"Walk and footsteps, Waves and surf, Wind, Ocean, Water",238360,Audio/Nature/238360,FSD50K,238360,,False
Nature_187772,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",187772,Audio/Nature/187772,FSD50K,187772,,False
Nature_396890,Nature,Physical,Fire,Fire,Fire,396890,Audio/Nature/396890,FSD50K,396890,,False
Nature_398719,Nature,Physical,Water,Water,"Water, Splash and splatter, Liquid",398719,Audio/Nature/398719,FSD50K,398719,,False
Nature_368919,Nature,Physical,Ocean,Ocean,"Ocean, Water",368919,Audio/Nature/368919,FSD50K,368919,,False
Nature_236996,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",236996,Audio/Nature/236996,FSD50K,236996,,False
Nature_337477,Nature,Physical,Gurgling,Gurgling,"Gurgling, Liquid, Water",337477,Audio/Nature/337477,FSD50K,337477,,False
Nature_249809,Nature,Physical,Whoosh and swoosh and swish,Whoosh and swoosh and swish,"Whoosh and swoosh and swish, Fire",249809,Audio/Nature/249809,FSD50K,249809,,False
Nature_273987,Nature,Physical,Raindrop,Raindrop,"Raindrop, Drip, Rain, Water, Liquid",273987,Audio/Nature/273987,FSD50K,273987,,False
Nature_336415,Nature,Physical,Raindrop,Raindrop,"Raindrop, Drip, Rain, Water, Liquid",336415,Audio/Nature/336415,FSD50K,336415,,False
Nature_159686,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",159686,Audio/Nature/159686,FSD50K,159686,,False
Nature_123359,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",123359,Audio/Nature/123359,FSD50K,123359,,False
Nature_68324,Nature,Physical,Raindrop,Raindrop,"Raindrop, Rain, Water",68324,Audio/Nature/68324,FSD50K,68324,,False
Nature_399870,Nature,Physical,Thunder,Thunder,"Thunder, Rain, Thunderstorm, Water",399870,Audio/Nature/399870,FSD50K,399870,,False
Nature_348816,Nature,Physical,Water,Water,Water,348816,Audio/Nature/348816,FSD50K,348816,,False
Nature_181570,Nature,Physical,Fire,Fire,Fire,181570,Audio/Nature/181570,FSD50K,181570,,False
Nature_20438,Nature,Physical,Water,Water,"Water, Splash and splatter, Liquid",20438,Audio/Nature/20438,FSD50K,20438,,False
Nature_238798,Nature,Physical,Wind,Wind,Wind,238798,Audio/Nature/238798,FSD50K,238798,,False
Nature_214456,Nature,Physical,Fire,Fire,Fire,214456,Audio/Nature/214456,FSD50K,214456,,False
Nature_320483,Nature,Physical,Stream,Stream,"Stream, Water",320483,Audio/Nature/320483,FSD50K,320483,,False
Nature_268680,Nature,Physical,Fire,Fire,Fire,268680,Audio/Nature/268680,FSD50K,268680,,False
Nature_73268,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",73268,Audio/Nature/73268,FSD50K,73268,,False
Nature_165935,Nature,Physical,Rain,Rain,"Rain, Water",165935,Audio/Nature/165935,FSD50K,165935,,False
Nature_249508,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",249508,Audio/Nature/249508,FSD50K,249508,,False
Nature_240791,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",240791,Audio/Nature/240791,FSD50K,240791,,False
Nature_58251,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",58251,Audio/Nature/58251,FSD50K,58251,,False
Nature_145228,Nature,Physical,Stream,Stream,"Stream, Water",145228,Audio/Nature/145228,FSD50K,145228,,False
Nature_273997,Nature,Physical,Raindrop,Raindrop,"Raindrop, Drip, Rain, Water, Liquid",273997,Audio/Nature/273997,FSD50K,273997,,False
Nature_77588,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",77588,Audio/Nature/77588,FSD50K,77588,,False
Nature_245676,Nature,Physical,Waves and surf,Waves and surf,"Waves and surf, Ocean, Water",245676,Audio/Nature/245676,FSD50K,245676,,False
Nature_58273,Nature,Physical,Water,Water,Water,58273,Audio/Nature/58273,FSD50K,58273,,False
Nature_179903,Nature,Physical,Wind,Wind,"Wind, Boat and Water vehicle, Vehicle",179903,Audio/Nature/179903,FSD50K,179903,,False
Nature_401013,Nature,Physical,Rain,Rain,"Rain, Water",401013,Audio/Nature/401013,FSD50K,401013,,False
Nature_363935,Nature,Physical,Wind,Wind,Wind,363935,Audio/Nature/363935,FSD50K,363935,,False
Nature_94708,Nature,Physical,Fire,Fire,Fire,94708,Audio/Nature/94708,FSD50K,94708,,False
Nature_50364,Nature,Physical,Thunder,Thunder,"Thunder, Rain, Water, Thunderstorm",50364,Audio/Nature/50364,FSD50K,50364,,False
Nature_234093,Nature,Physical,Waves and surf,Waves and surf,"Waves and surf, Ocean, Water",234093,Audio/Nature/234093,FSD50K,234093,,False
Nature_75643,Nature,Physical,Wind,Wind,Wind,75643,Audio/Nature/75643,FSD50K,75643,,False
Nature_104670,Nature,Physical,Drip,Drip,"Drip, Trickle and dribble, Chink and clink, Domestic sounds and home sounds, Liquid, Pour, Glass",104670,Audio/Nature/104670,FSD50K,104670,,False
Nature_363937,Nature,Physical,Wind,Wind,Wind,363937,Audio/Nature/363937,FSD50K,363937,,False
Nature_243965,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",243965,Audio/Nature/243965,FSD50K,243965,,False
Nature_253610,Nature,Physical,Waves and surf,Waves and surf,"Waves and surf, Ocean, Water",253610,Audio/Nature/253610,FSD50K,253610,,False
Nature_56695,Nature,Physical,Waves and surf,Waves and surf,"Waves and surf, Ocean, Water",56695,Audio/Nature/56695,FSD50K,56695,,False
Nature_332114,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",332114,Audio/Nature/332114,FSD50K,332114,,False
Nature_50932,Nature,Physical,Stream,Stream,"Stream, Water",50932,Audio/Nature/50932,FSD50K,50932,,False
Nature_50789,Nature,Physical,Water,Water,"Water, Splash and splatter, Liquid",50789,Audio/Nature/50789,FSD50K,50789,,False
Nature_341333,Nature,Physical,Thunder,Thunder,"Thunder, Rain, Water, Thunderstorm",341333,Audio/Nature/341333,FSD50K,341333,,False
Nature_420293,Nature,Physical,Wind,Wind,Wind,420293,Audio/Nature/420293,FSD50K,420293,,False
Nature_30341,Nature,Physical,Raindrop,Raindrop,"Raindrop, Rain, Water",30341,Audio/Nature/30341,FSD50K,30341,,False
Nature_398345,Nature,Physical,Stream,Stream,"Stream, Splash and splatter, Water, Liquid",398345,Audio/Nature/398345,FSD50K,398345,,False
Nature_334925,Nature,Physical,Fire,Fire,Fire,334925,Audio/Nature/334925,FSD50K,334925,,False
Nature_238803,Nature,Physical,Wind,Wind,Wind,238803,Audio/Nature/238803,FSD50K,238803,,False
Nature_196343,Nature,Physical,Crackle,Crackle,Crackle,196343,Audio/Nature/196343,FSD50K,196343,,False
Nature_320481,Nature,Physical,Stream,Stream,"Stream, Water",320481,Audio/Nature/320481,FSD50K,320481,,False
Nature_368977,Nature,Physical,Water,Water,Water,368977,Audio/Nature/368977,FSD50K,368977,,False
Nature_78966,Nature,Physical,Wind,Wind,Wind,78966,Audio/Nature/78966,FSD50K,78966,,False
Nature_120352,Nature,Physical,Rain,Rain,"Rain, Water",120352,Audio/Nature/120352,FSD50K,120352,,False
Nature_359151,Nature,Physical,Thunder,Thunder,"Thunder, Rain, Water, Thunderstorm",359151,Audio/Nature/359151,FSD50K,359151,,False
Nature_434345,Nature,Physical,Stream,Stream,"Stream, Water",434345,Audio/Nature/434345,FSD50K,434345,,False
Nature_245683,Nature,Physical,Waves and surf,Waves and surf,"Waves and surf, Ocean, Water",245683,Audio/Nature/245683,FSD50K,245683,,False
Nature_399351,Nature,Physical,Ocean,Ocean,"Ocean, Water",399351,Audio/Nature/399351,FSD50K,399351,,False
Nature_85841,Nature,Physical,Fire,Fire,Fire,85841,Audio/Nature/85841,FSD50K,85841,,False
Nature_85883,Nature,Physical,Drip,Drip,"Drip, Liquid",85883,Audio/Nature/85883,FSD50K,85883,,False
Nature_274877,Nature,Physical,Rain,Rain,"Rain, Water",274877,Audio/Nature/274877,FSD50K,274877,,False
Nature_274001,Nature,Physical,Raindrop,Raindrop,"Raindrop, Drip, Rain, Water, Liquid",274001,Audio/Nature/274001,FSD50K,274001,,False
Nature_156329,Nature,Physical,Crackle,Crackle,Crackle,156329,Audio/Nature/156329,FSD50K,156329,,False
Nature_98855,Nature,Physical,Gurgling,Gurgling,"Gurgling, Water",98855,Audio/Nature/98855,FSD50K,98855,,False
Nature_73315,Nature,Physical,Rain,Rain,"Rain, Water",73315,Audio/Nature/73315,FSD50K,73315,,False
Nature_210044,Nature,Physical,Thunder,Thunder,"Thunder, Explosion, Thunderstorm",210044,Audio/Nature/210044,FSD50K,210044,,False
Nature_386433,Nature,Physical,Water,Water,"Water, Splash and splatter, Liquid",386433,Audio/Nature/386433,FSD50K,386433,,False
Nature_420296,Nature,Physical,Wind,Wind,Wind,420296,Audio/Nature/420296,FSD50K,420296,,False
Nature_22928,Nature,Physical,Thunder,Thunder,"Thunder, Rain, Water, Thunderstorm",22928,Audio/Nature/22928,FSD50K,22928,,False
Nature_258376,Nature,Physical,Waves and surf,Waves and surf,"Waves and surf, Ocean, Water",258376,Audio/Nature/258376,FSD50K,258376,,False
Nature_325559,Nature,Physical,Fire,Fire,Fire,325559,Audio/Nature/325559,FSD50K,325559,,False
Nature_245679,Nature,Physical,Stream,Stream,"Stream, Water",245679,Audio/Nature/245679,FSD50K,245679,,False
Nature_207572,Nature,Physical,Drip,Drip,"Drip, Liquid",207572,Audio/Nature/207572,FSD50K,207572,,False
Nature_423242,Nature,Physical,Water,Water,"Water, Splash and splatter, Liquid",423242,Audio/Nature/423242,FSD50K,423242,,False
Nature_424136,Nature,Physical,Thunder,Thunder,"Thunder, Rain, Thunderstorm, Water",424136,Audio/Nature/424136,FSD50K,424136,,False
Nature_274000,Nature,Physical,Raindrop,Raindrop,"Raindrop, Drip, Water tap and faucet, Rain, Water, Liquid, Domestic sounds and home sounds",274000,Audio/Nature/274000,FSD50K,274000,,False
Nature_199955,Nature,Physical,Thunder,Thunder,"Thunder, Wind, Thunderstorm",199955,Audio/Nature/199955,FSD50K,199955,,False
Nature_77592,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",77592,Audio/Nature/77592,FSD50K,77592,,False
Nature_338091,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",338091,Audio/Nature/338091,FSD50K,338091,,False
Nature_102698,Nature,Physical,Crackle,Crackle,Crackle,102698,Audio/Nature/102698,FSD50K,102698,,False
Nature_340218,Nature,Physical,Wind,Wind,"Wind, Rain, Water",340218,Audio/Nature/340218,FSD50K,340218,,False
Nature_174007,Nature,Physical,Fire,Fire,Fire,174007,Audio/Nature/174007,FSD50K,174007,,False
Nature_248116,Nature,Physical,Fire,Fire,Fire,248116,Audio/Nature/248116,FSD50K,248116,,False
Nature_50061,Nature,Physical,Rain,Rain,"Rain, Water",50061,Audio/Nature/50061,FSD50K,50061,,False
Nature_376797,Nature,Physical,Waves and surf,Waves and surf,"Waves and surf, Ocean, Water",376797,Audio/Nature/376797,FSD50K,376797,,False
Nature_394489,Nature,Physical,Rain,Rain,"Rain, Water",394489,Audio/Nature/394489,FSD50K,394489,,False
Nature_55060,Nature,Physical,Ocean,Ocean,"Ocean, Water",55060,Audio/Nature/55060,FSD50K,55060,,False
Nature_153331,Nature,Physical,Stream,Stream,"Stream, Water",153331,Audio/Nature/153331,FSD50K,153331,,False
Nature_398704,Nature,Physical,Water,Water,"Water, Splash and splatter, Liquid",398704,Audio/Nature/398704,FSD50K,398704,,False
Nature_216405,Nature,Physical,Stream,Stream,"Stream, Water",216405,Audio/Nature/216405,FSD50K,216405,,False
Nature_120699,Nature,Physical,Rain,Rain,"Rain, Water",120699,Audio/Nature/120699,FSD50K,120699,,False
Nature_144906,Nature,Physical,Fire,Fire,Fire,144906,Audio/Nature/144906,FSD50K,144906,,False
Nature_392980,Nature,Physical,Rain,Rain,"Rain, Water",392980,Audio/Nature/392980,FSD50K,392980,,False
Nature_365540,Nature,Physical,Toilet flush,Toilet flush,"Toilet flush, Water, Domestic sounds and home sounds",365540,Audio/Nature/365540,FSD50K,365540,,False
Nature_134831,Nature,Physical,Water,Water,Water,134831,Audio/Nature/134831,FSD50K,134831,,False
Nature_162894,Nature,Physical,Gurgling,Gurgling,"Gurgling, Liquid, Water",162894,Audio/Nature/162894,FSD50K,162894,,False
Nature_155833,Nature,Physical,Raindrop,Raindrop,"Raindrop, Thunder, Rain, Water, Thunderstorm",155833,Audio/Nature/155833,FSD50K,155833,,False
Nature_36270,Nature,Physical,Crackle,Crackle,Crackle,36270,Audio/Nature/36270,FSD50K,36270,,False
Nature_323398,Nature,Physical,Water,Water,Water,323398,Audio/Nature/323398,FSD50K,323398,,False
Nature_170750,Nature,Physical,Toilet flush,Toilet flush,"Toilet flush, Water, Domestic sounds and home sounds",170750,Audio/Nature/170750,FSD50K,170750,,False
Nature_48511,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",48511,Audio/Nature/48511,FSD50K,48511,,False
Nature_212146,Nature,Physical,Stream,Stream,"Stream, Water",212146,Audio/Nature/212146,FSD50K,212146,,False
Nature_186540,Nature,Physical,Fire,Fire,Fire,186540,Audio/Nature/186540,FSD50K,186540,,False
Nature_270440,Nature,Physical,Drip,Drip,"Drip, Liquid",270440,Audio/Nature/270440,FSD50K,270440,,False
Nature_360638,Nature,Physical,Rain,Rain,"Rain, Water",360638,Audio/Nature/360638,FSD50K,360638,,False
Nature_339449,Nature,Physical,Crackle,Crackle,Crackle,339449,Audio/Nature/339449,FSD50K,339449,,False
Nature_158987,Nature,Physical,Thunder,Thunder,"Thunder, Rain, Water, Thunderstorm",158987,Audio/Nature/158987,FSD50K,158987,,False
Nature_426208,Nature,Physical,Whoosh and swoosh and swish,Whoosh and swoosh and swish,"Whoosh and swoosh and swish, Fire",426208,Audio/Nature/426208,FSD50K,426208,,False
Nature_156334,Nature,Physical,Crackle,Crackle,Crackle,156334,Audio/Nature/156334,FSD50K,156334,,False
Nature_166707,Nature,Physical,Gull and seagull,Gull and seagull,"Gull and seagull, Wind, Bird, Wild animals, Animal",166707,Audio/Nature/166707,FSD50K,166707,,False
Nature_179905,Nature,Physical,Wind,Wind,"Wind, Boat and Water vehicle, Vehicle",179905,Audio/Nature/179905,FSD50K,179905,,False
Nature_376841,Nature,Physical,Fire,Fire,Fire,376841,Audio/Nature/376841,FSD50K,376841,,False
Nature_9332,Nature,Physical,Waves and surf,Waves and surf,"Waves and surf, Ocean, Water",9332,Audio/Nature/9332,FSD50K,9332,,False
Nature_85834,Nature,Physical,Fire,Fire,Fire,85834,Audio/Nature/85834,FSD50K,85834,,False
Nature_101676,Nature,Physical,Rain,Rain,"Rain, Water",101676,Audio/Nature/101676,FSD50K,101676,,False
Nature_398718,Nature,Physical,Water,Water,"Water, Splash and splatter, Liquid",398718,Audio/Nature/398718,FSD50K,398718,,False
Nature_146008,Nature,Physical,Stream,Stream,"Stream, Water",146008,Audio/Nature/146008,FSD50K,146008,,False
Nature_116090,Nature,Physical,Stream,Stream,"Stream, Water",116090,Audio/Nature/116090,FSD50K,116090,,False
Nature_331702,Nature,Physical,Stream,Stream,"Stream, Water",331702,Audio/Nature/331702,FSD50K,331702,,False
Nature_151199,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",151199,Audio/Nature/151199,FSD50K,151199,,False
Nature_191234,Nature,Physical,Stream,Stream,"Stream, Water",191234,Audio/Nature/191234,FSD50K,191234,,False
Nature_324694,Nature,Physical,Hiss,Hiss,"Hiss, Fire",324694,Audio/Nature/324694,FSD50K,324694,,False
Nature_128093,Nature,Physical,Ocean,Ocean,"Ocean, Water",128093,Audio/Nature/128093,FSD50K,128093,,False
Nature_339900,Nature,Physical,Rain,Rain,"Rain, Water",339900,Audio/Nature/339900,FSD50K,339900,,False
Nature_238791,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",238791,Audio/Nature/238791,FSD50K,238791,,False
Nature_268658,Nature,Physical,Water,Water,Water,268658,Audio/Nature/268658,FSD50K,268658,,False
Nature_75982,Nature,Physical,Ocean,Ocean,"Ocean, Boat and Water vehicle, Water, Vehicle",75982,Audio/Nature/75982,FSD50K,75982,,False
Nature_194914,Nature,Physical,Water,Water,"Water, Splash and splatter, Liquid",194914,Audio/Nature/194914,FSD50K,194914,,False
Nature_193299,Nature,Physical,Fire,Fire,Fire,193299,Audio/Nature/193299,FSD50K,193299,,False
Nature_256862,Nature,Physical,Wind,Wind,Wind,256862,Audio/Nature/256862,FSD50K,256862,,False
Nature_199757,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",199757,Audio/Nature/199757,FSD50K,199757,,False
Nature_58416,Nature,Physical,Waves and surf,Waves and surf,"Waves and surf, Ocean, Water",58416,Audio/Nature/58416,FSD50K,58416,,False
Nature_209925,Nature,Physical,Stream,Stream,"Stream, Water",209925,Audio/Nature/209925,FSD50K,209925,,False
Nature_28314,Nature,Physical,Fire,Fire,Fire,28314,Audio/Nature/28314,FSD50K,28314,,False
Nature_147182,Nature,Physical,Ocean,Ocean,"Ocean, Water",147182,Audio/Nature/147182,FSD50K,147182,,False
Nature_127978,Nature,Physical,Thunder,Thunder,"Thunder, Thunderstorm",127978,Audio/Nature/127978,FSD50K,127978,,False
Nature_323396,Nature,Physical,Water,Water,Water,323396,Audio/Nature/323396,FSD50K,323396,,False
